time,HTWR AVG,CT Fan SPD,CTW Flow,HTW Flow
72120.0,95.99,67.0,8569.1,5680.1
72240.0,96.24,85.7,8929.4,5911.7
72360.0,97.51,95.7,8547.9,5955.6
72480.0,97.97,97.4,8947.4,5966.1
72600.0,97.09,98.6,10296.1,5985.2
72720.0,96.76,99.2,11007.7,6009.7
72840.0,97.09,99.3,10998.9,6028.9
72960.0,97.44,99.3,11151.8,6048.6
73080.0,97.44,99.3,10891.2,6043.2
73200.0,97.07,99.3,10891.2,5992.3
73320.0,96.68,99.3,10891.2,5925.6
73440.0,96.32,99.3,10891.2,5841.9
73560.0,96.32,99.3,10891.2,5768.6
73680.0,96.32,99.3,10891.2,5732.2
73800.0,96.49,99.3,10891.2,5732.2
73920.0,96.65,99.3,10891.2,5717.9
74040.0,96.8,99.3,10891.2,5703.3
74160.0,96.8,99.3,10891.2,5672.9
74280.0,96.8,99.3,10891.2,5654.1
74400.0,96.8,99.3,10891.2,5654.2
74520.0,96.8,99.3,10891.2,5627.2
74640.0,96.8,99.3,10891.2,5597.8
74760.0,96.8,99.3,10891.2,5597.8
74880.0,96.8,99.3,10891.2,5575.9
75000.0,96.8,99.3,10891.2,5575.9
75120.0,96.8,99.3,10891.2,5552.1
75240.0,96.8,99.3,10891.2,5523.8
75360.0,96.8,99.3,10891.2,5518.9
75480.0,96.8,99.3,10891.2,5496.4
75600.0,96.65,99.3,10891.2,5481.5
75720.0,96.65,99.3,10891.2,5458.0
75840.0,96.49,99.3,10891.2,5423.0
75960.0,96.33,99.3,10891.2,5384.2
76080.0,96.33,99.3,11009.2,5365.1
76200.0,96.0,99.3,10903.9,5287.9
76320.0,95.85,99.3,10903.9,5267.1
76440.0,95.69,99.3,10903.9,5238.5
76560.0,95.53,99.3,10903.9,5223.6
76680.0,95.36,99.3,10903.9,5051.4
76800.0,95.36,99.3,10903.9,4972.8
76920.0,93.93,99.3,10765.9,5002.3
77040.0,94.49,99.3,10221.8,5047.2
77160.0,95.58,99.3,9968.7,5100.2
77280.0,95.88,99.3,9535.2,5100.2
77400.0,95.88,98.8,9187.5,5100.2
77520.0,95.5,98.1,8543.8,5116.0
77640.0,95.15,96.3,8127.5,5085.1
77760.0,95.15,92.5,7746.2,5059.7
77880.0,95.15,89.8,7568.6,5040.3
78000.0,95.15,89.1,7771.1,5049.7
78120.0,95.15,89.9,7771.1,5043.0
78240.0,94.83,91.7,7193.2,4991.0
78360.0,94.48,93.6,6988.5,4918.5
78480.0,93.81,95.4,7382.6,4822.2
78600.0,93.13,96.7,7924.6,4759.4
78720.0,92.6,97.8,8030.0,4742.4
78840.0,92.45,98.4,8030.0,4663.9
78960.0,92.13,98.4,8030.0,4500.8
79080.0,91.41,97.7,7556.0,4298.2
79200.0,90.34,96.0,6963.0,4154.0
79320.0,89.28,91.8,6306.8,4024.2
79440.0,88.69,87.5,4970.4,3901.2
79560.0,88.06,81.2,4692.2,3722.1
79680.0,87.47,75.2,4692.2,3496.3
79800.0,86.71,73.1,4692.2,3395.5
79920.0,85.67,73.5,4692.2,3298.8
80040.0,84.7,74.8,4303.9,3139.5
80160.0,84.17,75.6,4175.5,3076.8
80280.0,83.44,75.6,4175.5,2995.9
80400.0,82.56,74.1,4175.5,2924.0
80520.0,82.04,72.1,4070.6,2899.4
80640.0,81.67,71.0,4070.6,3122.1
80760.0,81.52,69.8,4070.6,2972.9
80880.0,81.18,69.0,4070.6,4047.2
81000.0,81.18,68.7,3624.3,4638.7
81120.0,85.05,68.0,4175.5,4950.3
81240.0,93.64,70.3,6005.5,5212.0
81360.0,97.01,84.1,8854.2,5676.6
81480.0,97.01,99.7,8129.3,5756.9
81600.0,97.36,99.7,8129.3,5789.7
81720.0,97.36,97.3,9763.2,5808.0
81840.0,96.82,97.6,12587.5,5775.3
81960.0,96.33,99.7,11526.4,5758.2
82080.0,96.16,99.7,12054.2,5695.7
82200.0,96.16,99.7,12032.7,5555.7
82320.0,96.16,99.7,11908.7,5430.0
82440.0,96.16,99.7,11908.7,5332.4
82560.0,96.16,99.7,11908.7,5274.9
82680.0,96.47,99.7,11908.7,5224.7
82800.0,96.47,99.7,11908.7,5152.9
82920.0,96.47,99.7,11332.5,4007.2
83040.0,96.47,99.7,10602.4,2975.4
83160.0,92.95,97.4,9591.5,2811.2
83280.0,86.55,89.1,7678.9,3096.7
83400.0,82.03,78.2,6045.6,3729.2
83520.0,81.18,66.0,6150.5,4334.5
83640.0,82.6,59.3,5407.9,4579.1
83760.0,90.09,58.7,5718.3,4694.4
83880.0,95.62,62.6,5718.3,4729.0
84000.0,96.99,70.0,5718.3,4733.4
84120.0,96.99,77.9,6334.4,4847.8
84240.0,96.99,86.4,7725.0,5065.6
84360.0,97.32,94.9,9059.7,5169.4
84480.0,97.32,99.1,9965.5,5216.5
84600.0,96.97,99.7,10685.9,5257.1
84720.0,96.97,99.7,10967.0,5238.8
84840.0,96.97,99.7,10967.0,5236.7
84960.0,96.97,99.7,11035.1,5194.5
85080.0,96.64,99.7,11035.1,5155.2
85200.0,96.47,99.7,11035.1,5100.1
85320.0,96.47,99.7,11035.1,5093.7
85440.0,96.47,99.7,10931.0,5046.7
85560.0,96.63,99.7,10931.0,5010.1
85680.0,96.78,99.7,11031.5,5005.7
85800.0,96.78,99.7,11031.5,5005.7
85920.0,97.1,99.7,11031.5,4988.6
86040.0,97.1,99.7,10933.3,5015.0
86160.0,97.1,99.7,11061.9,5020.8
86280.0,97.1,96.9,12803.1,5035.3
86400.0,97.1,97.3,13657.4,4459.0
