time,PT-04C,PT-04B,PT-04A,DPT-07
39722.0,21.9,22.3,22.3,24.3
39752.0,21.9,22.3,22.3,24.3
39782.0,22.0,22.3,22.3,24.3
39812.0,22.0,22.3,22.3,24.3
39842.0,22.0,22.3,22.3,24.3
39872.0,22.0,22.3,22.3,24.3
39902.0,22.0,22.3,22.3,24.3
39932.0,22.0,22.3,22.3,24.3
39962.0,22.0,22.3,22.3,24.3
39992.0,22.0,22.3,22.3,24.3
40022.0,22.0,22.3,22.3,24.3
40052.0,22.0,22.3,22.3,24.3
40082.0,22.2,22.5,22.4,24.2
40112.0,22.0,22.3,22.3,24.2
40142.0,22.0,22.3,22.3,24.1
40172.0,22.0,22.3,22.3,24.2
40202.0,22.0,22.3,22.3,24.4
40232.0,22.0,22.3,22.3,24.6
40262.0,22.0,22.3,22.3,24.8
40292.0,22.0,22.3,22.3,24.9
40322.0,22.0,22.3,22.3,25.1
40352.0,22.0,22.3,22.3,25.1
40382.0,22.0,22.3,22.3,25.0
40412.0,22.0,22.3,22.3,25.0
40442.0,22.0,22.3,22.3,24.8
40472.0,22.0,22.3,22.3,24.7
40502.0,22.0,22.3,22.3,24.5
40532.0,22.0,22.3,22.3,24.4
40562.0,22.0,22.3,22.3,24.4
40592.0,22.0,22.3,22.3,24.3
40622.0,22.0,22.3,22.3,24.2
40652.0,22.0,22.3,22.3,24.2
40682.0,22.0,22.3,22.3,24.3
40712.0,22.0,22.3,22.3,24.4
40742.0,22.0,22.3,22.3,24.5
40772.0,22.0,22.3,22.3,24.5
40802.0,22.0,22.3,22.3,24.7
40832.0,22.0,22.3,22.3,24.7
40862.0,22.0,22.3,22.3,22.6
40892.0,22.0,22.3,22.3,24.1
40922.0,22.0,22.3,22.3,24.4
40952.0,22.0,22.3,22.3,24.3
40982.0,22.0,22.3,22.3,23.8
41012.0,22.0,22.3,22.3,21.2
41042.0,22.0,22.3,22.3,19.6
41072.0,22.0,22.3,22.3,18.7
41102.0,22.0,22.3,22.3,18.3
41132.0,22.0,22.3,22.3,18.5
41162.0,22.0,22.3,22.3,19.0
41192.0,22.0,22.3,22.3,19.8
41222.0,22.0,22.3,22.3,20.6
41252.0,22.0,22.3,22.3,21.3
41282.0,22.0,22.3,22.3,22.1
41312.0,22.2,22.5,22.4,22.8
41342.0,22.3,22.6,22.6,23.5
41372.0,22.5,22.8,22.8,23.9
41402.0,22.6,22.9,23.0,24.2
41432.0,22.9,23.1,23.1,24.2
41462.0,23.0,23.3,23.3,24.0
41492.0,23.1,23.4,23.5,23.8
41522.0,23.4,23.7,23.6,23.7
41552.0,23.6,23.9,23.9,23.5
41582.0,23.7,24.0,24.0,23.3
41612.0,23.8,24.1,24.2,23.1
41642.0,23.8,24.1,24.2,23.0
41672.0,24.0,24.2,24.2,22.8
41702.0,24.0,24.2,24.2,22.8
41732.0,24.0,24.2,24.2,22.9
41762.0,24.0,24.2,24.2,23.1
41792.0,24.0,24.2,24.2,23.1
41822.0,24.0,24.2,24.2,23.3
41852.0,23.5,23.8,24.0,23.5
41882.0,24.1,24.4,24.3,23.5
41912.0,23.6,23.8,24.0,23.7
41942.0,24.1,24.4,24.3,23.8
41972.0,23.6,23.9,24.0,23.8
42002.0,24.0,24.3,24.2,23.9
42032.0,23.8,24.1,24.4,24.7
42062.0,25.0,25.2,25.4,25.2
42092.0,23.9,24.3,24.1,25.1
42122.0,24.0,24.2,24.3,24.9
42152.0,24.0,24.2,24.3,24.7
42182.0,24.5,24.8,24.7,24.5
42212.0,23.9,24.2,24.1,24.3
42242.0,23.9,24.2,24.1,24.0
42272.0,23.9,24.2,24.1,23.8
42302.0,23.9,24.2,24.1,23.6
42332.0,23.9,24.2,24.1,23.5
42362.0,24.0,24.3,24.1,23.6
42392.0,24.0,24.3,24.1,23.6
42422.0,24.0,24.3,24.1,23.7
42452.0,24.0,24.3,24.1,23.7
42482.0,23.9,24.3,24.1,23.7
42512.0,23.9,24.3,24.1,23.7
42542.0,23.9,24.3,24.1,23.7
42572.0,23.9,24.3,24.1,23.8
42602.0,23.9,24.3,24.1,23.8
42632.0,23.9,24.3,24.1,23.9
42662.0,23.9,24.3,24.1,24.0
42692.0,23.9,24.3,24.1,24.2
42722.0,23.9,24.3,24.1,24.2
42752.0,23.9,24.3,24.1,24.5
42782.0,23.9,24.3,24.1,24.6
42812.0,23.9,24.3,24.1,24.7
42842.0,23.9,24.3,24.1,24.9
42872.0,23.9,24.3,24.1,24.9
42902.0,23.9,24.3,24.1,24.8
42932.0,23.9,24.3,24.1,24.8
42962.0,23.9,24.3,24.1,24.7
42992.0,23.9,24.3,24.1,24.7
43022.0,23.9,24.3,24.1,24.6
43052.0,23.9,24.3,24.1,24.5
43082.0,23.9,24.3,24.1,24.3
43112.0,23.9,24.3,24.1,24.3
43142.0,23.9,24.3,24.1,24.4
43172.0,23.9,24.1,24.1,24.3
43202.0,23.9,24.1,24.1,24.3
43232.0,23.9,24.1,24.1,24.2
43262.0,23.9,24.1,24.1,24.2
43292.0,23.8,24.0,24.0,24.1
43322.0,23.8,24.0,24.0,24.0
43352.0,23.7,24.0,24.0,24.0
43382.0,23.7,23.9,23.9,23.9
43412.0,23.7,23.9,23.9,23.9
43442.0,23.5,23.9,23.9,23.9
43472.0,23.5,23.8,23.7,23.9
43502.0,23.4,23.8,23.7,23.9
43532.0,23.4,23.8,23.6,23.9
43562.0,23.3,23.6,23.6,23.8
43592.0,23.3,23.6,23.5,23.8
43622.0,23.2,23.5,23.4,23.9
43652.0,23.0,23.3,23.3,24.0
43682.0,23.0,23.3,23.3,24.0
43712.0,22.9,23.2,23.1,24.0
43742.0,22.8,23.1,23.0,24.0
43772.0,22.8,23.1,23.0,24.0
43802.0,22.6,22.9,22.9,23.9
43832.0,22.5,22.8,22.8,24.0
43862.0,22.4,22.7,22.6,24.0
43892.0,22.2,22.6,22.5,24.0
43922.0,22.2,22.6,22.5,24.0
43952.0,21.9,22.2,22.1,24.0
43982.0,21.9,22.2,22.3,24.1
44012.0,22.0,22.3,22.3,24.1
44042.0,22.0,22.3,22.3,24.2
44072.0,22.0,22.3,22.3,24.3
44102.0,22.0,22.3,22.3,24.2
44132.0,22.0,22.3,22.3,24.2
44162.0,22.0,22.3,22.3,24.1
44192.0,22.0,22.3,22.3,24.1
44222.0,22.0,22.3,22.3,24.1
44252.0,22.0,22.3,22.3,24.0
44282.0,22.0,22.3,22.3,23.9
44312.0,22.0,22.3,22.3,23.6
44342.0,22.0,22.3,22.3,23.5
44372.0,22.0,22.3,22.3,23.5
44402.0,22.0,22.3,22.3,23.5
44432.0,22.0,22.3,22.3,23.4
44462.0,22.0,22.3,22.3,23.4
44492.0,22.0,22.3,22.3,23.4
44522.0,22.0,22.3,22.3,23.4
44552.0,22.0,22.3,22.3,23.5
44582.0,22.0,22.3,22.3,23.6
44612.0,22.0,22.3,22.3,23.6
44642.0,22.0,22.3,22.3,23.7
44672.0,22.0,22.3,22.3,23.7
44702.0,22.0,22.3,22.3,23.8
44732.0,22.0,22.3,22.3,23.8
44762.0,22.0,22.3,22.3,23.9
44792.0,22.0,22.3,22.3,23.9
44822.0,22.0,22.3,22.3,23.8
44852.0,22.1,22.4,22.4,23.8
44882.0,22.1,22.4,22.5,23.8
44912.0,22.3,22.5,22.5,23.7
44942.0,22.3,22.7,22.6,23.7
44972.0,22.4,22.7,22.7,23.5
45002.0,22.5,22.8,22.7,23.3
45032.0,22.5,22.8,22.8,23.3
45062.0,22.6,22.9,22.8,23.2
45092.0,22.6,22.9,22.8,23.1
45122.0,22.6,22.9,22.8,23.1
45152.0,22.6,22.9,22.8,23.2
45182.0,22.8,23.1,23.0,23.4
45212.0,22.5,22.8,22.7,23.2
45242.0,22.5,22.8,22.8,23.4
45272.0,22.6,22.8,22.8,23.8
45302.0,22.6,22.8,22.8,25.2
45332.0,22.6,22.8,22.8,32.4
45362.0,22.6,22.8,22.8,41.8
45392.0,22.6,22.8,22.8,37.8
45422.0,22.6,22.8,22.8,34.6
45452.0,22.6,22.9,22.8,31.9
45482.0,22.6,22.9,22.9,29.5
45512.0,22.7,23.0,23.0,26.6
45542.0,22.8,23.0,23.0,26.4
45572.0,22.8,23.0,23.0,25.5
45602.0,22.8,23.0,23.0,24.2
45632.0,22.8,23.1,23.0,24.0
45662.0,22.7,23.0,22.9,24.1
45692.0,22.7,23.0,22.9,23.8
45722.0,22.5,22.9,22.8,23.7
45752.0,22.4,22.7,22.7,23.7
45782.0,22.3,22.6,22.5,23.8
45812.0,22.2,22.5,22.4,23.9
45842.0,22.1,22.4,22.3,24.0
45872.0,22.1,22.4,22.3,24.2
45902.0,22.1,22.4,22.3,24.4
45932.0,22.1,22.3,22.3,24.6
45962.0,22.1,22.3,22.3,24.8
45992.0,22.1,22.3,22.3,24.8
46022.0,22.1,22.3,22.3,24.6
46052.0,22.1,22.3,22.3,20.2
46082.0,22.1,22.3,22.3,18.6
46112.0,22.1,22.3,22.3,19.3
46142.0,22.1,22.3,22.3,20.1
46172.0,22.1,22.3,22.3,21.7
46202.0,22.1,22.3,22.3,23.9
46232.0,22.1,22.3,22.3,23.7
46262.0,22.1,22.3,22.3,23.5
46292.0,22.1,22.3,22.3,23.5
46322.0,22.1,22.3,22.3,23.5
46352.0,22.1,22.3,22.3,23.7
46382.0,22.1,22.4,22.4,24.1
46412.0,22.1,22.4,22.3,24.3
46442.0,22.1,22.4,22.3,24.5
46472.0,21.8,22.1,22.0,24.6
46502.0,21.8,22.1,22.2,24.8
46532.0,22.0,22.2,22.2,24.9
46562.0,22.0,22.2,22.2,25.1
46592.0,22.0,22.2,22.3,24.9
46622.0,22.1,22.4,22.3,23.0
46652.0,22.1,22.4,22.3,22.9
46682.0,22.1,22.4,22.3,23.3
46712.0,22.1,22.4,22.3,23.4
46742.0,22.1,22.4,22.3,23.3
46772.0,22.1,22.4,22.3,23.3
46802.0,22.1,22.4,22.3,23.3
46832.0,22.1,22.4,22.3,24.0
46862.0,22.1,22.4,22.3,24.7
46892.0,22.1,22.4,22.3,24.6
46922.0,22.1,22.4,22.3,24.4
46952.0,22.1,22.4,22.3,24.3
46982.0,22.1,22.4,22.3,24.2
47012.0,22.1,22.4,22.3,24.1
47042.0,22.1,22.4,22.3,24.1
47072.0,22.1,22.4,22.3,24.1
47102.0,22.1,22.4,22.3,24.1
47132.0,22.1,22.4,22.3,24.1
47162.0,22.1,22.4,22.3,24.0
47192.0,22.1,22.4,22.3,23.9
47222.0,22.1,22.4,22.3,23.9
47252.0,22.1,22.4,22.3,23.9
47282.0,22.1,22.4,22.3,24.0
47312.0,22.1,22.4,22.3,23.9
47342.0,22.1,22.4,22.3,23.8
47372.0,22.1,22.4,22.3,23.7
47402.0,22.1,22.4,22.3,23.9
47432.0,22.1,22.4,22.3,23.9
47462.0,22.1,22.4,22.3,23.9
47492.0,22.1,22.4,22.3,23.9
47522.0,22.1,22.4,22.3,23.9
47552.0,22.1,22.4,22.3,23.9
47582.0,22.1,22.4,22.3,23.9
47612.0,22.1,22.4,22.3,24.0
47642.0,22.1,22.4,22.3,24.1
47672.0,22.1,22.4,22.3,24.1
47702.0,22.1,22.4,22.3,24.1
47732.0,22.1,22.4,22.3,24.1
47762.0,22.1,22.4,22.3,24.2
47792.0,22.1,22.4,22.3,24.2
47822.0,22.1,22.4,22.3,24.1
47852.0,22.1,22.4,22.3,24.1
47882.0,22.1,22.4,22.3,24.0
47912.0,22.1,22.4,22.3,23.9
47942.0,22.1,22.4,22.3,23.8
47972.0,22.1,22.4,22.3,23.8
48002.0,22.1,22.4,22.3,23.8
48032.0,22.1,22.4,22.3,24.1
48062.0,22.1,22.4,22.3,24.2
48092.0,22.1,22.4,22.3,24.2
48122.0,22.1,22.4,22.3,24.1
48152.0,22.1,22.4,22.3,24.1
48182.0,22.1,22.4,22.3,24.2
48212.0,22.1,22.4,22.3,24.1
48242.0,22.1,22.4,22.3,24.1
48272.0,22.1,22.4,22.3,23.8
48302.0,22.1,22.4,22.3,22.5
48332.0,22.1,22.4,22.3,21.0
48362.0,22.1,22.4,22.3,20.8
48392.0,22.1,22.4,22.3,21.3
48422.0,22.1,22.4,22.3,21.8
48452.0,22.1,22.4,22.3,22.3
48482.0,22.1,22.4,22.3,22.9
48512.0,22.1,22.4,22.3,23.7
48542.0,22.1,22.4,22.3,24.0
48572.0,22.1,22.4,22.3,24.1
48602.0,22.1,22.4,22.3,24.7
48632.0,22.1,22.4,22.3,25.4
48662.0,22.1,22.4,22.3,25.6
48692.0,22.1,22.4,22.3,25.8
48722.0,22.1,22.4,22.3,25.6
48752.0,22.1,22.4,22.3,25.4
48782.0,22.1,22.4,22.3,25.3
48812.0,22.1,22.4,22.3,25.1
48842.0,22.1,22.4,22.3,24.9
48872.0,22.1,22.4,22.3,24.7
48902.0,22.1,22.4,22.3,24.4
48932.0,22.1,22.4,22.3,24.3
48962.0,22.1,22.4,22.3,24.1
48992.0,22.1,22.4,22.3,23.9
49022.0,22.1,22.4,22.3,23.6
49052.0,22.1,22.4,22.3,23.4
49082.0,22.1,22.4,22.3,23.3
49112.0,22.1,22.4,22.3,23.4
49142.0,22.1,22.4,22.3,23.5
49172.0,22.1,22.4,22.3,23.7
49202.0,22.1,22.4,22.3,23.8
49232.0,22.1,22.4,22.3,24.0
49262.0,22.1,22.4,22.3,24.2
49292.0,22.1,22.4,22.3,24.3
49322.0,22.1,22.4,22.3,24.5
49352.0,22.1,22.4,22.3,24.7
49382.0,22.1,22.4,22.3,24.9
49412.0,22.1,22.4,22.3,24.8
49442.0,22.1,22.4,22.3,24.8
49472.0,22.1,22.4,22.3,24.7
49502.0,22.1,22.4,22.3,24.6
49532.0,22.1,22.4,22.3,24.6
49562.0,22.1,22.4,22.3,24.4
49592.0,22.1,22.4,22.3,24.2
49622.0,22.1,22.4,22.3,24.2
49652.0,22.1,22.4,22.3,24.2
49682.0,22.1,22.4,22.3,24.0
49712.0,22.1,22.4,22.3,23.7
49742.0,22.1,22.4,22.3,23.5
49772.0,22.1,22.4,22.3,23.2
49802.0,22.1,22.4,22.3,23.0
49832.0,22.1,22.4,22.3,23.1
49862.0,22.1,22.4,22.3,23.1
49892.0,22.1,22.4,22.3,23.2
49922.0,22.1,22.4,22.3,23.4
49952.0,22.1,22.4,22.3,23.5
49982.0,22.1,22.4,22.3,23.7
50012.0,22.1,22.4,22.3,23.9
50042.0,22.1,22.4,22.3,24.0
50072.0,22.1,22.4,22.3,24.3
50102.0,22.1,22.4,22.3,24.6
50132.0,22.1,22.4,22.3,24.9
50162.0,22.1,22.4,22.3,24.9
50192.0,22.1,22.4,22.3,24.8
50222.0,22.1,22.4,22.3,24.7
50252.0,22.1,22.4,22.3,24.5
50282.0,22.1,22.4,22.3,24.4
50312.0,22.1,22.4,22.3,24.3
50342.0,22.1,22.4,22.3,24.1
50372.0,22.1,22.4,22.3,23.9
50402.0,22.1,22.4,22.3,23.6
50432.0,21.9,22.2,22.3,23.2
50462.0,21.9,22.2,22.3,22.8
50492.0,22.0,22.3,22.3,22.4
50522.0,22.0,22.3,22.3,22.3
50552.0,22.0,22.3,22.3,22.6
50582.0,22.0,22.3,22.3,22.7
50612.0,22.0,22.3,22.3,22.9
50642.0,22.0,22.3,22.3,23.1
50672.0,22.0,22.3,22.3,23.4
50702.0,22.0,22.3,22.3,23.6
50732.0,22.0,22.3,22.3,23.8
50762.0,22.0,22.3,22.3,24.0
50792.0,22.0,22.3,22.3,24.3
50822.0,22.0,22.3,22.3,24.5
50852.0,22.0,22.3,22.3,24.7
50882.0,22.0,22.3,22.3,24.9
50912.0,22.0,22.3,22.3,25.0
50942.0,22.0,22.3,22.3,24.9
50972.0,22.0,22.3,22.3,24.8
51002.0,22.0,22.3,22.3,24.7
51032.0,22.0,22.3,22.3,24.6
51062.0,22.0,22.3,22.3,24.4
51092.0,22.0,22.3,22.3,24.3
51122.0,22.0,22.3,22.3,24.2
51152.0,22.0,22.3,22.3,24.1
51182.0,22.0,22.3,22.4,23.9
51212.0,21.9,22.2,22.3,23.2
51242.0,21.9,22.2,22.3,23.1
51272.0,21.9,22.2,22.3,23.1
51302.0,22.0,22.2,22.3,23.1
51332.0,22.0,22.4,22.3,23.2
51362.0,22.0,22.4,22.3,23.4
51392.0,22.0,22.4,22.3,23.2
51422.0,22.0,22.4,22.3,23.0
51452.0,22.0,22.4,22.3,22.7
51482.0,22.0,22.4,22.3,22.6
51512.0,22.0,22.4,22.3,22.6
51542.0,22.0,22.4,22.3,22.7
51572.0,22.0,22.4,22.4,22.7
51602.0,22.2,22.5,22.5,22.7
51632.0,22.3,22.6,22.6,22.7
51662.0,22.3,22.6,22.6,22.9
51692.0,22.5,22.8,22.8,22.9
51722.0,22.7,22.9,22.9,23.0
51752.0,22.8,23.0,23.1,23.1
51782.0,22.9,23.1,23.2,23.2
51812.0,23.0,23.2,23.2,23.3
51842.0,23.0,23.3,23.3,23.5
51872.0,23.1,23.3,23.4,23.5
51902.0,23.1,23.5,23.4,23.6
51932.0,23.2,23.5,23.5,23.7
51962.0,23.2,23.6,23.5,23.7
51992.0,23.2,23.6,23.5,23.7
52022.0,23.3,23.6,23.5,23.7
52052.0,23.3,23.6,23.6,23.8
52082.0,23.3,23.6,23.6,23.8
52112.0,23.3,23.7,23.6,23.9
52142.0,23.3,23.7,23.6,23.9
52172.0,23.3,23.7,23.6,24.0
52202.0,23.3,23.6,23.6,24.0
52232.0,23.3,23.6,23.6,24.1
52262.0,23.3,23.6,23.6,24.1
52292.0,23.3,23.7,23.6,24.1
52322.0,23.3,23.7,23.6,24.2
52352.0,23.3,23.7,23.6,24.2
52382.0,23.4,23.7,23.8,24.3
52412.0,23.4,23.8,23.8,24.3
52442.0,23.4,23.8,23.8,24.2
52472.0,23.6,23.8,23.8,24.2
52502.0,23.6,23.8,23.8,24.2
52532.0,23.6,23.8,23.8,24.1
52562.0,23.6,23.8,23.8,24.0
52592.0,23.6,23.8,23.8,23.9
52622.0,23.6,23.8,23.8,23.9
52652.0,23.6,23.8,23.8,23.9
52682.0,23.6,23.8,23.8,23.9
52712.0,23.6,23.8,23.8,23.9
52742.0,23.6,23.8,23.8,23.9
52772.0,23.6,23.8,23.8,23.9
52802.0,23.6,23.8,23.8,23.9
52832.0,23.6,23.8,23.8,23.8
52862.0,23.6,23.8,23.8,23.9
52892.0,23.6,23.8,23.8,23.9
52922.0,23.6,23.8,23.8,24.0
52952.0,23.6,23.8,23.8,24.0
52982.0,23.6,23.8,23.8,24.1
53012.0,23.6,23.8,23.8,24.1
53042.0,23.6,23.8,23.8,24.1
53072.0,23.6,23.8,23.8,24.2
53102.0,23.6,23.8,23.8,24.1
53132.0,23.4,23.8,23.8,24.1
53162.0,23.4,23.7,23.6,24.1
53192.0,23.4,23.7,23.6,24.1
53222.0,23.4,23.7,23.6,24.1
53252.0,23.3,23.6,23.5,24.1
53282.0,23.3,23.6,23.5,24.0
53312.0,23.3,23.6,23.5,24.0
53342.0,23.2,23.5,23.4,24.0
53372.0,23.2,23.5,23.4,23.9
53402.0,23.2,23.5,23.4,23.9
53432.0,23.2,23.5,23.3,23.9
53462.0,23.0,23.3,23.3,23.9
53492.0,23.0,23.3,23.3,23.9
53522.0,23.0,23.3,23.3,23.9
53552.0,23.0,23.3,23.3,23.9
53582.0,23.0,23.3,23.3,23.9
53612.0,23.0,23.3,23.3,23.9
53642.0,23.0,23.3,23.3,23.9
53672.0,23.0,23.3,23.3,23.9
53702.0,23.0,23.3,23.3,23.9
53732.0,23.0,23.3,23.3,24.1
53762.0,23.0,23.3,23.3,24.1
53792.0,23.0,23.3,23.3,24.1
53822.0,23.0,23.3,23.3,24.1
53852.0,23.0,23.3,23.3,24.1
53882.0,23.0,23.3,23.3,24.1
53912.0,23.0,23.3,23.3,24.4
53942.0,23.0,23.3,23.3,24.8
53972.0,23.0,23.3,23.3,25.1
54002.0,23.0,23.3,23.3,25.6
54032.0,23.0,23.3,23.3,25.9
54062.0,23.0,23.3,23.3,26.2
54092.0,23.0,23.3,23.3,26.1
54122.0,23.0,23.3,23.3,25.9
54152.0,23.0,23.3,23.3,25.6
54182.0,23.0,23.3,23.3,25.4
54212.0,22.9,23.2,23.2,25.1
54242.0,22.9,23.2,23.2,24.8
54272.0,22.9,23.2,23.1,24.6
54302.0,22.8,23.1,23.1,24.5
54332.0,22.8,23.1,23.0,24.3
54362.0,22.7,22.9,22.9,23.9
54392.0,22.6,22.9,22.9,23.2
54422.0,22.5,22.8,22.7,22.5
54452.0,22.5,22.7,22.6,21.9
54482.0,22.3,22.7,22.6,21.8
54512.0,22.2,22.6,22.5,21.8
54542.0,22.2,22.4,22.4,21.9
54572.0,22.1,22.4,22.4,22.2
54602.0,22.1,22.3,22.3,22.5
54632.0,22.1,22.3,22.3,22.8
54662.0,22.1,22.3,22.3,23.0
54692.0,22.1,22.3,22.3,23.2
54722.0,22.1,22.3,22.3,23.4
54752.0,22.1,22.3,22.3,23.6
54782.0,22.1,22.4,22.4,23.9
54812.0,22.2,22.4,22.5,24.0
54842.0,22.3,22.6,22.6,24.4
54872.0,22.3,22.7,22.7,24.4
54902.0,22.5,22.8,22.8,24.4
54932.0,22.6,22.9,22.9,24.4
54962.0,22.6,22.9,22.9,24.3
54992.0,22.8,23.1,23.1,24.2
55022.0,22.9,23.2,23.2,24.2
55052.0,22.9,23.2,23.2,24.1
55082.0,22.9,23.2,23.2,23.8
55112.0,22.9,23.2,23.2,23.8
55142.0,22.9,23.2,23.2,23.5
55172.0,22.9,23.2,23.2,23.3
55202.0,22.9,23.2,23.2,23.1
55232.0,22.8,23.2,23.1,22.9
55262.0,22.8,23.0,23.0,22.9
55292.0,22.7,23.0,23.0,22.9
55322.0,22.7,22.9,23.0,23.1
55352.0,22.7,22.9,23.0,23.2
55382.0,22.7,22.9,23.0,23.4
55412.0,22.7,22.9,23.0,23.5
55442.0,22.7,22.9,23.0,23.7
55472.0,22.7,22.9,23.0,23.8
55502.0,22.7,22.9,23.0,23.9
55532.0,22.7,23.1,23.1,24.1
55562.0,22.8,23.1,23.1,24.2
55592.0,23.0,23.2,23.2,24.2
55622.0,23.0,23.3,23.3,24.3
55652.0,23.1,23.3,23.3,24.3
55682.0,23.2,23.5,23.5,24.3
55712.0,23.2,23.6,23.6,24.2
55742.0,23.3,23.6,23.6,24.2
55772.0,23.3,23.7,23.7,24.1
55802.0,23.4,23.7,23.7,24.1
55832.0,23.4,23.8,23.7,24.0
55862.0,23.4,23.8,23.7,23.9
55892.0,23.4,23.8,23.7,23.9
55922.0,23.4,23.8,23.7,23.8
55952.0,23.4,23.7,23.7,23.8
55982.0,23.4,23.7,23.7,23.7
56012.0,23.4,23.7,23.7,23.7
56042.0,23.3,23.7,23.6,23.7
56072.0,23.3,23.6,23.6,23.8
56102.0,23.3,23.6,23.6,23.9
56132.0,23.2,23.6,23.5,24.0
56162.0,23.2,23.5,23.5,24.0
56192.0,23.2,23.5,23.5,24.1
56222.0,23.2,23.5,23.5,24.2
56252.0,23.2,23.5,23.5,24.4
56282.0,23.2,23.5,23.5,24.8
56312.0,23.2,23.5,23.5,25.2
56342.0,23.2,23.5,23.5,25.5
56372.0,23.2,23.5,23.5,26.0
56402.0,23.2,23.5,23.5,26.3
56432.0,23.2,23.5,23.5,26.2
56462.0,23.2,23.5,23.5,26.1
56492.0,23.2,23.5,23.5,25.8
56522.0,23.2,23.5,23.5,25.5
56552.0,23.2,23.5,23.5,25.3
56582.0,23.2,23.5,23.5,25.0
56612.0,23.2,23.5,23.5,24.7
56642.0,23.2,23.5,23.5,24.5
56672.0,23.2,23.5,23.5,24.3
56702.0,23.1,23.5,23.3,24.2
56732.0,23.0,23.3,23.2,24.0
56762.0,23.0,23.3,23.2,23.8
56792.0,22.9,23.2,23.1,23.6
56822.0,22.8,23.1,23.0,23.5
56852.0,22.8,23.1,23.0,23.5
56882.0,22.6,23.0,22.9,23.5
56912.0,22.5,22.8,22.8,23.5
56942.0,22.5,22.8,22.8,23.5
56972.0,22.4,22.7,22.6,23.7
57002.0,22.3,22.6,22.6,23.8
57032.0,22.3,22.6,22.5,23.8
57062.0,22.2,22.5,22.4,23.9
57092.0,22.2,22.5,22.4,24.0
57122.0,22.2,22.5,22.4,24.0
57152.0,22.1,22.4,22.3,24.2
57182.0,22.1,22.4,22.3,24.5
57212.0,22.1,22.4,22.3,24.8
57242.0,22.1,22.4,22.3,24.9
57272.0,22.1,22.4,22.3,25.0
57302.0,22.1,22.4,22.3,25.1
57332.0,22.1,22.4,22.3,25.0
57363.0,22.2,22.5,22.4,24.9
57392.0,22.2,22.5,22.4,24.7
57422.0,22.2,22.5,22.4,24.7
57452.0,22.2,22.5,22.4,24.5
57483.0,22.2,22.5,22.4,24.4
57512.0,22.2,22.5,22.4,24.2
57542.0,22.2,22.5,22.4,23.9
57572.0,22.2,22.5,22.4,23.6
57602.0,22.2,22.5,22.4,23.4
57632.0,22.2,22.5,22.4,23.3
57662.0,22.2,22.5,22.4,23.2
57692.0,22.0,22.3,22.3,23.3
57722.0,22.0,22.3,22.3,23.3
57752.0,22.0,22.3,22.3,23.3
57782.0,22.0,22.3,22.3,23.4
57812.0,22.0,22.3,22.3,23.6
57842.0,22.0,22.3,22.3,23.7
57872.0,22.0,22.3,22.3,23.9
57902.0,22.0,22.3,22.3,23.9
57932.0,22.0,22.3,22.3,24.1
57962.0,22.0,22.3,22.3,24.3
57992.0,22.0,22.3,22.3,24.4
58022.0,22.0,22.3,22.3,24.4
58052.0,22.0,22.3,22.3,24.4
58082.0,22.0,22.3,22.3,24.5
58112.0,22.0,22.3,22.3,24.4
58142.0,22.0,22.3,22.3,24.5
58172.0,22.0,22.3,22.3,24.4
58202.0,22.0,22.3,22.3,24.3
58233.0,22.0,22.3,22.3,24.2
58263.0,22.0,22.3,22.3,24.1
58293.0,22.0,22.3,22.3,24.1
58323.0,22.0,22.3,22.3,24.0
58353.0,22.0,22.3,22.3,23.9
58383.0,22.2,22.4,22.4,23.6
58413.0,22.2,22.4,22.4,23.5
58443.0,22.3,22.4,22.5,23.3
58473.0,22.3,22.6,22.5,23.3
58503.0,22.3,22.6,22.6,23.2
58533.0,22.4,22.6,22.6,23.3
58563.0,22.4,22.7,22.6,23.3
58593.0,22.4,22.7,22.6,23.4
58623.0,22.4,22.7,22.6,23.5
58653.0,22.4,22.7,22.6,23.6
58683.0,22.4,22.7,22.6,23.7
58713.0,22.4,22.7,22.6,23.8
58743.0,22.4,22.7,22.6,23.8
58773.0,22.4,22.7,22.6,23.9
58803.0,22.4,22.7,22.6,23.9
58833.0,22.4,22.7,22.6,24.1
58863.0,22.4,22.7,22.6,24.1
58893.0,22.4,22.7,22.6,24.2
58923.0,22.4,22.7,22.6,24.2
58953.0,22.4,22.7,22.6,24.3
58983.0,22.4,22.7,22.6,24.3
59013.0,22.4,22.7,22.6,24.3
59043.0,22.4,22.7,22.6,24.4
59073.0,22.4,22.7,22.6,24.4
59103.0,22.4,22.7,22.6,24.4
59133.0,22.4,22.7,22.6,24.3
59163.0,22.4,22.7,22.6,24.3
59193.0,22.4,22.7,22.6,24.2
59223.0,22.4,22.7,22.6,24.1
59253.0,22.4,22.7,22.6,24.1
59283.0,22.4,22.7,22.6,24.0
59313.0,22.4,22.7,22.6,24.0
59343.0,22.4,22.7,22.6,23.9
59373.0,22.4,22.7,22.6,24.0
59403.0,22.4,22.7,22.6,23.9
59433.0,22.4,22.7,22.6,23.8
59463.0,22.4,22.7,22.6,23.8
59493.0,22.4,22.7,22.6,23.7
59523.0,22.4,22.7,22.6,23.7
59553.0,22.4,22.7,22.6,23.6
59583.0,22.4,22.7,22.6,23.5
59613.0,22.4,22.7,22.6,23.2
59643.0,22.4,22.7,22.6,22.9
