time,PT-04C,PT-04B,PT-04A,DPT-07
19771.0,22.3,22.5,22.6,23.4
19801.0,22.3,22.5,22.6,23.3
19831.0,22.3,22.5,22.6,23.7
19861.0,22.3,22.5,22.6,23.8
19891.0,22.3,22.5,22.6,24.1
19921.0,22.3,22.5,22.6,24.3
19951.0,22.3,22.5,22.6,24.2
19981.0,22.3,22.5,22.6,24.6
20011.0,22.3,22.5,22.6,24.7
20041.0,22.3,22.5,22.6,24.5
20071.0,22.3,22.5,22.6,24.2
20101.0,22.3,22.5,22.6,23.4
20131.0,22.3,22.5,22.6,21.1
20161.0,22.3,22.5,22.6,22.0
20191.0,22.3,22.5,22.6,21.3
20221.0,22.3,22.5,22.6,20.9
20251.0,22.3,22.5,22.6,20.8
20281.0,22.3,22.5,22.6,20.8
20311.0,22.3,22.5,22.6,21.1
20341.0,22.3,22.5,22.6,21.4
20371.0,22.3,22.6,22.6,21.7
20401.0,22.3,22.6,22.6,22.1
20431.0,22.4,22.6,22.7,22.5
20461.0,22.4,22.8,22.7,22.8
20491.0,22.6,22.9,22.9,23.1
20521.0,22.7,22.9,23.0,23.4
20551.0,22.8,23.1,23.2,23.7
20581.0,22.9,23.2,23.3,23.9
20611.0,23.1,23.4,23.5,24.0
20641.0,23.2,23.5,23.6,24.0
20671.0,23.5,23.8,23.7,24.1
20701.0,23.7,24.0,24.0,24.0
20731.0,23.8,24.1,24.2,24.0
20761.0,23.9,24.2,24.2,23.9
20791.0,23.8,23.9,24.5,24.2
20821.0,24.5,24.9,24.4,24.1
20851.0,23.8,24.1,24.0,24.0
20881.0,24.0,24.3,24.3,23.9
20911.0,23.9,24.2,24.2,23.8
20941.0,23.9,24.2,24.2,24.2
20971.0,23.9,24.2,24.2,26.1
21001.0,23.9,24.2,24.2,28.4
21031.0,23.9,24.2,24.2,30.6
21061.0,23.9,24.2,24.2,31.8
21091.0,23.9,24.2,24.2,31.3
21121.0,23.9,24.2,24.2,26.0
21151.0,23.9,24.2,24.2,25.6
21181.0,23.9,24.2,24.2,24.9
21211.0,23.6,23.9,24.0,23.2
21241.0,24.0,24.3,24.3,22.3
21271.0,23.9,24.2,24.2,22.8
21301.0,23.9,24.2,24.2,23.9
21331.0,24.0,24.3,24.2,24.5
21361.0,24.0,24.3,24.0,22.3
21391.0,23.5,23.9,24.0,21.2
21421.0,25.0,25.2,25.3,20.6
21451.0,23.6,24.0,23.8,20.5
21481.0,23.9,24.2,24.1,20.8
21511.0,24.0,24.2,24.5,21.1
21541.0,24.2,24.6,24.3,21.5
21571.0,23.6,23.9,24.0,21.9
21601.0,24.0,24.3,24.2,22.2
21631.0,24.0,24.3,24.2,22.6
21661.0,24.4,24.7,24.5,22.8
21691.0,23.9,24.2,24.2,23.0
21721.0,24.0,24.3,24.2,23.3
21751.0,23.9,24.2,24.2,23.5
21781.0,23.9,24.2,24.2,23.7
21811.0,23.9,24.2,24.2,24.0
21841.0,23.9,24.2,24.2,24.3
21871.0,23.9,24.2,24.2,24.5
21901.0,23.9,24.2,24.2,24.8
21931.0,23.9,24.2,24.2,25.0
21961.0,23.8,24.1,24.1,25.0
21991.0,23.8,24.1,24.1,25.0
22021.0,23.6,23.9,23.9,25.0
22051.0,23.6,23.9,23.8,24.8
22081.0,23.5,23.8,23.7,24.6
22111.0,23.4,23.7,23.6,24.5
22141.0,23.3,23.6,23.5,24.4
22171.0,23.1,23.5,23.3,24.4
22201.0,23.0,23.3,23.2,24.3
22231.0,22.9,23.2,23.1,24.3
22261.0,22.8,23.1,23.0,24.2
22291.0,22.7,23.0,22.8,24.1
22321.0,22.5,22.8,22.7,24.1
22351.0,22.1,22.5,22.4,24.1
22381.0,22.1,22.5,22.5,24.0
22411.0,22.1,22.5,22.5,24.0
22441.0,22.0,22.3,22.3,23.9
22471.0,22.0,22.3,22.3,24.0
22501.0,22.0,22.3,22.3,24.0
22531.0,22.0,22.3,22.3,23.9
22561.0,22.0,22.3,22.3,23.9
22591.0,22.0,22.3,22.3,23.9
22621.0,22.0,22.3,22.3,23.9
22651.0,22.0,22.3,22.3,24.0
22681.0,22.0,22.3,22.3,24.0
22711.0,22.0,22.3,22.3,24.0
22741.0,22.0,22.3,22.3,23.9
22771.0,22.0,22.3,22.3,23.9
22801.0,22.0,22.3,22.3,23.9
22831.0,22.0,22.3,22.3,23.8
22861.0,22.0,22.3,22.3,23.7
22891.0,22.0,22.3,22.3,23.7
22921.0,22.0,22.3,22.3,23.7
22951.0,22.0,22.3,22.3,23.8
22981.0,22.0,22.3,22.3,23.8
23011.0,22.0,22.3,22.3,23.9
23041.0,22.0,22.3,22.3,23.9
23071.0,22.0,22.3,22.3,23.9
23101.0,22.0,22.3,22.3,23.9
23131.0,22.0,22.3,22.3,24.0
23161.0,22.0,22.3,22.3,23.9
23191.0,22.0,22.3,22.3,23.9
23221.0,22.0,22.3,22.3,24.0
23251.0,22.0,22.3,22.3,24.0
23281.0,22.0,22.3,22.3,24.0
23311.0,22.0,22.3,22.3,24.0
23341.0,22.0,22.3,22.3,24.0
23371.0,22.0,22.3,22.3,24.0
23401.0,22.0,22.3,22.3,24.0
23431.0,22.2,22.4,22.4,24.0
23461.0,22.2,22.4,22.4,23.9
23491.0,22.3,22.6,22.5,23.9
23521.0,22.3,22.6,22.5,23.8
23551.0,22.4,22.7,22.7,23.8
23581.0,22.4,22.7,22.7,23.7
23611.0,22.4,22.7,22.7,23.7
23641.0,22.5,22.8,22.7,23.6
23671.0,22.5,22.8,22.7,23.6
23701.0,22.5,22.8,22.7,23.6
23731.0,22.5,22.8,22.7,23.6
23761.0,22.5,22.8,22.7,23.7
23791.0,22.4,22.7,22.7,23.9
23821.0,22.4,22.7,22.7,23.9
23851.0,22.4,22.7,22.7,24.0
23881.0,22.4,22.7,22.7,24.0
23911.0,22.2,22.5,22.4,23.9
23941.0,22.2,22.5,22.4,24.1
23971.0,22.2,22.5,22.4,24.2
24001.0,22.2,22.5,22.4,24.2
24031.0,22.2,22.5,22.4,24.4
24061.0,22.2,22.5,22.4,24.5
24091.0,22.2,22.5,22.4,24.6
24121.0,22.2,22.5,22.6,24.6
24151.0,22.3,22.6,22.6,24.5
24181.0,22.3,22.6,22.7,24.5
24211.0,22.5,22.8,22.8,24.4
24241.0,22.5,22.8,22.8,24.3
24271.0,22.6,22.9,22.9,24.1
24301.0,22.6,22.9,22.9,24.0
24331.0,22.7,23.0,23.0,23.9
24361.0,22.7,23.0,23.0,23.8
24391.0,22.7,23.0,23.0,23.6
24421.0,22.7,23.0,23.0,23.6
24451.0,22.7,23.0,23.0,23.5
24481.0,22.7,23.0,23.0,23.4
24511.0,22.7,23.0,23.0,23.4
24541.0,22.7,23.0,23.0,23.4
24571.0,22.6,22.9,22.9,23.6
24601.0,22.6,22.9,22.9,23.7
24631.0,22.6,22.9,22.8,23.8
24661.0,22.5,22.8,22.8,23.8
24691.0,22.5,22.8,22.8,24.0
24721.0,22.5,22.8,22.8,24.1
24751.0,22.5,22.8,22.8,24.3
24781.0,22.5,22.8,22.8,24.4
24811.0,22.5,22.8,22.8,24.5
24841.0,22.5,22.8,22.8,24.6
24871.0,22.5,22.8,22.8,24.6
24901.0,22.5,22.8,22.8,24.6
24931.0,22.6,22.9,22.9,24.5
24961.0,22.6,22.9,22.9,24.3
24991.0,22.6,22.9,22.9,24.2
25021.0,22.8,23.1,23.0,24.1
25051.0,22.8,23.1,23.0,24.0
25081.0,22.8,23.1,23.0,24.0
25111.0,22.8,23.1,23.0,23.9
25141.0,22.8,23.1,23.0,23.8
25171.0,22.8,23.1,23.0,23.8
25201.0,22.8,23.1,23.0,23.8
25231.0,22.8,23.1,23.0,23.7
25261.0,22.8,23.1,23.0,23.7
25291.0,22.8,23.1,23.0,23.7
25321.0,22.8,23.1,23.0,23.7
25351.0,22.8,23.1,23.0,23.8
25381.0,22.8,23.1,23.0,23.8
25411.0,22.8,23.1,23.0,23.9
25441.0,22.8,23.1,23.0,24.1
25471.0,22.8,23.1,23.0,24.2
25501.0,22.8,23.1,23.0,24.2
25531.0,22.8,23.1,23.0,24.2
25561.0,22.8,23.1,23.0,24.4
25591.0,22.8,23.1,23.0,24.3
25621.0,22.8,23.1,23.0,24.5
25651.0,22.8,23.1,23.0,24.5
25681.0,22.8,23.1,23.0,24.5
25711.0,22.8,23.1,23.0,24.5
25741.0,22.8,23.1,23.0,24.6
25771.0,22.8,23.1,23.0,24.7
25801.0,22.8,23.1,23.0,24.5
25831.0,22.8,23.1,23.0,24.4
25861.0,22.8,23.1,23.0,24.3
25891.0,22.8,23.1,23.0,24.2
25921.0,22.8,23.1,23.0,24.1
25951.0,22.8,23.1,23.0,24.0
25981.0,22.8,23.1,23.0,23.9
26011.0,22.8,23.1,23.0,23.8
26041.0,22.7,23.1,22.9,23.7
26071.0,22.7,22.9,22.9,23.7
26101.0,22.7,22.9,22.9,23.8
26131.0,22.5,22.9,22.8,23.8
26161.0,22.5,22.8,22.8,23.8
26191.0,22.5,22.8,22.8,23.8
26221.0,22.4,22.8,22.7,23.9
26251.0,22.4,22.7,22.7,23.9
26281.0,22.4,22.7,22.7,24.2
26311.0,22.4,22.7,22.7,24.8
26341.0,22.4,22.7,22.7,26.6
26371.0,22.4,22.7,22.7,28.9
26401.0,22.4,22.7,22.7,30.6
26431.0,22.4,22.7,22.7,29.4
26461.0,22.4,22.7,22.7,24.5
26491.0,22.4,22.7,22.7,25.1
26521.0,22.4,22.7,22.7,24.7
26551.0,22.4,22.7,22.7,24.4
26581.0,22.4,22.7,22.7,23.6
26611.0,22.3,22.6,22.6,23.0
26641.0,22.2,22.5,22.5,22.6
26671.0,21.8,22.2,22.0,23.4
26701.0,21.8,22.2,22.2,26.1
26731.0,22.0,22.2,22.2,24.4
26761.0,22.0,22.3,22.2,23.3
26791.0,22.0,22.3,22.2,24.2
26821.0,22.0,22.3,22.2,25.1
26851.0,22.0,22.3,22.2,25.3
26881.0,22.0,22.3,22.2,24.3
26911.0,22.0,22.3,22.2,23.9
26941.0,22.0,22.3,22.2,23.9
26971.0,22.0,22.3,22.2,23.6
27001.0,22.0,22.3,22.2,23.3
27031.0,22.0,22.3,22.2,23.2
27061.0,22.0,22.3,22.2,23.6
27091.0,22.0,22.3,22.2,23.6
27121.0,22.0,22.3,22.2,23.6
27151.0,22.0,22.3,22.2,23.9
27181.0,22.1,22.4,22.4,24.1
27211.0,22.1,22.4,22.4,24.1
27241.0,22.1,22.3,22.3,24.6
27271.0,22.1,22.3,22.3,24.6
27301.0,22.1,22.3,22.3,24.6
27331.0,22.1,22.3,22.3,24.6
27361.0,22.1,22.3,22.3,24.4
27391.0,22.1,22.3,22.3,24.3
27421.0,22.1,22.3,22.3,23.9
27451.0,22.1,22.3,22.3,23.9
27481.0,22.1,22.3,22.3,23.8
27511.0,22.1,22.3,22.3,23.8
27541.0,22.1,22.3,22.3,23.6
27571.0,22.1,22.3,22.3,23.6
27601.0,22.1,22.3,22.3,23.6
27631.0,22.1,22.3,22.3,23.5
27661.0,22.1,22.3,22.3,23.8
27691.0,22.1,22.3,22.3,24.1
27721.0,22.1,22.3,22.3,24.0
27751.0,22.1,22.3,22.3,23.9
27781.0,22.1,22.3,22.3,23.9
27811.0,22.1,22.3,22.3,24.2
27841.0,22.1,22.3,22.3,24.3
27871.0,22.1,22.3,22.3,24.2
27901.0,22.1,22.3,22.3,24.2
27931.0,22.1,22.3,22.3,24.0
27961.0,22.1,22.3,22.3,24.0
27991.0,22.1,22.3,22.3,23.9
28021.0,22.1,22.3,22.3,22.8
28051.0,22.1,22.3,22.3,21.9
28081.0,22.1,22.3,22.3,22.6
28111.0,22.1,22.3,22.3,21.8
28141.0,22.1,22.3,22.3,22.1
28171.0,22.1,22.3,22.3,22.8
28201.0,22.1,22.3,22.3,25.0
28231.0,22.1,22.3,22.3,27.6
28261.0,22.1,22.3,22.3,29.6
28291.0,22.1,22.3,22.3,26.2
28321.0,22.1,22.3,22.3,23.3
28351.0,22.1,22.3,22.3,24.0
28381.0,22.1,22.3,22.3,23.9
28411.0,22.1,22.3,22.3,23.6
28441.0,22.1,22.3,22.3,22.7
28472.0,22.1,22.3,22.3,21.8
28501.0,22.1,22.3,22.3,22.7
28531.0,22.1,22.3,22.3,23.9
28561.0,22.1,22.3,22.3,25.3
28591.0,22.1,22.3,22.3,24.6
28621.0,22.1,22.3,22.3,22.7
28651.0,22.1,22.3,22.3,22.5
28681.0,22.1,22.3,22.3,21.8
28711.0,22.1,22.3,22.3,21.6
28741.0,22.1,22.3,22.3,21.6
28771.0,22.1,22.3,22.3,21.6
28801.0,22.1,22.3,22.3,21.8
28831.0,22.1,22.3,22.3,22.0
28861.0,22.1,22.3,22.3,22.3
28892.0,22.1,22.3,22.3,22.6
28921.0,22.1,22.3,22.3,22.9
28951.0,22.1,22.3,22.3,23.0
28981.0,22.1,22.3,22.3,23.2
29012.0,22.1,22.3,22.4,23.4
29042.0,22.1,22.4,22.4,23.5
29072.0,22.2,22.4,22.5,23.5
29102.0,22.2,22.5,22.5,23.5
29132.0,22.3,22.7,22.6,23.6
29162.0,22.4,22.8,22.7,23.7
29192.0,22.6,22.9,22.9,23.8
29222.0,22.7,23.1,23.0,23.8
29252.0,22.9,23.2,23.2,23.9
29282.0,23.0,23.3,23.3,23.9
29312.0,23.2,23.5,23.5,23.8
29342.0,23.4,23.7,23.7,23.8
29372.0,23.5,23.8,23.8,23.7
29402.0,23.6,23.9,24.0,23.7
29432.0,23.8,24.0,24.1,23.6
29462.0,23.8,24.2,24.1,23.4
29492.0,23.9,24.2,24.2,23.4
29522.0,23.9,24.2,24.2,23.3
29552.0,23.9,24.2,24.2,23.3
29582.0,23.9,24.2,24.2,23.5
29612.0,23.9,24.2,24.2,23.7
29642.0,23.9,24.2,24.2,23.8
29672.0,23.9,24.2,24.2,24.0
29702.0,24.9,25.3,24.7,24.1
29732.0,23.5,23.8,23.9,24.2
29762.0,24.1,24.4,24.3,24.4
29792.0,23.6,23.9,24.1,24.5
29822.0,24.0,24.4,24.1,24.5
29852.0,24.1,24.3,24.6,24.7
29882.0,24.0,24.4,24.2,24.8
29912.0,23.7,23.9,24.1,24.7
29942.0,23.9,24.3,24.1,24.6
29972.0,23.7,24.0,24.1,24.4
30002.0,23.9,24.2,24.3,24.3
30032.0,23.9,24.2,24.3,24.1
30062.0,24.4,24.6,24.8,23.9
30092.0,24.0,24.4,24.2,23.9
30122.0,23.9,24.2,24.2,23.8
30152.0,23.9,24.2,24.2,23.7
30182.0,23.9,24.2,24.2,23.6
30212.0,23.9,24.2,24.2,23.6
30242.0,23.9,24.2,24.2,23.5
30272.0,23.9,24.2,24.2,23.5
30302.0,23.9,24.2,24.2,23.7
30332.0,23.9,24.2,24.2,23.8
30362.0,23.9,24.2,24.2,23.8
30392.0,23.9,24.2,24.2,23.8
30422.0,23.9,24.2,24.2,23.9
30452.0,23.9,24.2,24.2,23.9
30482.0,23.9,24.2,24.2,24.1
30512.0,23.9,24.2,24.2,24.1
30542.0,23.9,24.2,24.2,24.1
30572.0,23.9,24.2,24.2,24.2
30602.0,23.9,24.2,24.2,24.3
30632.0,23.9,24.2,24.2,24.3
30662.0,23.9,24.2,24.2,24.3
30692.0,23.9,24.2,24.2,24.5
30722.0,23.9,24.2,24.2,24.5
30752.0,23.8,24.1,24.1,24.6
30782.0,23.8,24.1,24.1,24.7
30812.0,23.8,24.1,24.1,24.7
30842.0,23.7,24.0,24.0,24.7
30872.0,23.7,24.0,24.0,24.6
30902.0,23.7,24.0,23.9,24.5
30932.0,23.6,23.9,23.9,24.3
30962.0,23.6,23.9,23.9,24.1
30992.0,23.4,23.8,23.7,24.1
31022.0,23.4,23.8,23.7,24.0
31052.0,23.4,23.8,23.6,24.1
31082.0,23.3,23.6,23.6,24.2
31112.0,23.3,23.6,23.5,24.1
31142.0,23.2,23.5,23.5,24.0
31172.0,23.2,23.5,23.4,24.0
31202.0,23.1,23.4,23.4,24.0
31232.0,23.1,23.4,23.3,24.0
31262.0,23.0,23.3,23.3,23.9
31292.0,23.0,23.3,23.2,23.9
31322.0,22.8,23.2,23.1,23.7
31352.0,22.8,23.2,23.1,23.8
31382.0,22.7,23.0,23.0,23.8
31412.0,22.7,23.0,23.0,23.9
31442.0,22.6,22.9,22.8,23.9
31472.0,22.6,22.9,22.8,24.0
31502.0,22.5,22.8,22.7,24.0
31532.0,22.5,22.8,22.6,24.4
31562.0,22.3,22.6,22.6,25.0
31592.0,22.1,22.4,22.3,25.1
31622.0,22.1,22.4,22.4,24.9
31652.0,22.1,22.4,22.4,24.7
31682.0,22.1,22.4,22.4,24.5
31712.0,22.1,22.4,22.4,24.2
31742.0,22.1,22.4,22.3,24.0
31772.0,22.1,22.4,22.3,23.8
31802.0,22.1,22.4,22.3,23.6
31832.0,22.1,22.4,22.3,23.3
31862.0,22.1,22.3,22.3,23.2
31892.0,22.1,22.3,22.3,23.1
31922.0,22.1,22.3,22.3,23.3
31952.0,22.1,22.3,22.3,23.3
31982.0,22.1,22.4,22.4,23.5
32012.0,22.1,22.4,22.3,23.5
32042.0,22.1,22.3,22.3,23.6
32072.0,22.1,22.3,22.3,23.7
32102.0,22.1,22.3,22.3,23.8
32132.0,22.1,22.3,22.3,24.0
32162.0,22.1,22.3,22.3,24.1
32192.0,22.1,22.3,22.3,24.1
32222.0,22.1,22.3,22.3,24.3
32252.0,22.1,22.3,22.3,24.3
32282.0,22.1,22.3,22.3,24.4
32312.0,22.1,22.3,22.3,24.4
32342.0,22.1,22.3,22.3,24.3
32372.0,22.1,22.3,22.3,24.3
32402.0,22.1,22.3,22.3,24.3
32432.0,22.1,22.3,22.3,24.3
32462.0,22.1,22.3,22.3,24.5
32492.0,22.1,22.3,22.3,26.0
32522.0,22.1,22.3,22.3,28.1
32552.0,22.1,22.3,22.3,29.6
32582.0,22.1,22.3,22.3,30.2
32612.0,22.1,22.3,22.3,28.1
32642.0,22.1,22.3,22.3,25.3
32672.0,22.1,22.3,22.3,24.4
32702.0,22.1,22.3,22.3,20.1
32732.0,22.1,22.3,22.3,20.9
32762.0,22.1,22.3,22.3,20.3
32792.0,22.1,22.3,22.3,20.1
32822.0,22.1,22.3,22.3,20.5
32852.0,22.1,22.3,22.3,21.0
32882.0,22.1,22.3,22.3,21.6
32912.0,22.1,22.3,22.3,22.1
32942.0,22.1,22.3,22.3,22.6
32972.0,22.1,22.3,22.3,23.2
33002.0,22.1,22.3,22.3,23.8
33032.0,22.1,22.3,22.3,24.3
33062.0,22.1,22.3,22.3,24.4
33092.0,22.1,22.3,22.3,24.6
33122.0,22.1,22.3,22.3,24.7
33152.0,22.1,22.3,22.3,24.7
33182.0,22.1,22.3,22.3,24.6
33212.0,22.1,22.3,22.3,24.5
33242.0,22.1,22.3,22.3,24.4
33272.0,22.1,22.3,22.3,24.2
33302.0,22.1,22.3,22.3,24.1
33332.0,22.1,22.3,22.3,23.9
33362.0,22.1,22.3,22.3,23.7
33392.0,22.1,22.3,22.3,23.6
33422.0,22.1,22.3,22.3,23.6
33452.0,22.1,22.3,22.3,23.6
33482.0,22.1,22.3,22.3,23.7
33512.0,22.1,22.3,22.3,23.6
33542.0,22.1,22.3,22.3,23.5
33572.0,22.1,22.3,22.3,23.6
33602.0,22.1,22.3,22.3,23.6
33632.0,22.1,22.3,22.3,23.6
33662.0,22.1,22.3,22.3,23.6
33692.0,22.1,22.3,22.3,23.6
33722.0,22.1,22.3,22.3,23.8
33752.0,22.1,22.3,22.3,23.7
33782.0,22.1,22.3,22.3,23.7
33812.0,22.1,22.3,22.3,23.9
33842.0,22.1,22.3,22.3,23.9
33872.0,22.1,22.3,22.3,24.0
33902.0,22.1,22.3,22.3,23.9
33932.0,22.1,22.3,22.3,23.9
33962.0,22.1,22.4,22.4,23.9
33992.0,22.2,22.4,22.4,23.9
34022.0,22.2,22.4,22.4,24.0
34052.0,22.3,22.5,22.5,23.9
34082.0,22.3,22.5,22.5,23.9
34112.0,22.3,22.5,22.5,23.8
34142.0,22.3,22.6,22.5,23.8
34172.0,22.3,22.6,22.5,23.7
34202.0,22.3,22.6,22.5,23.6
34232.0,22.3,22.6,22.5,23.5
34262.0,22.3,22.6,22.5,23.6
34292.0,22.3,22.6,22.5,23.6
34322.0,22.3,22.6,22.5,23.6
34352.0,22.3,22.6,22.5,23.7
34382.0,22.4,22.6,22.6,23.7
34412.0,22.2,22.5,22.5,23.6
34442.0,22.2,22.5,22.5,23.7
34472.0,22.3,22.6,22.5,23.8
34502.0,22.3,22.6,22.5,23.9
34532.0,22.3,22.6,22.5,23.9
34562.0,22.3,22.6,22.5,24.0
34592.0,22.3,22.6,22.5,24.1
34622.0,22.3,22.6,22.7,24.2
34652.0,22.4,22.7,22.7,24.2
34682.0,22.4,22.7,22.8,24.1
34712.0,22.5,22.9,22.9,24.1
34742.0,22.5,22.9,22.9,24.1
34772.0,22.7,23.0,23.0,24.1
34802.0,22.7,23.0,23.0,23.9
34832.0,22.8,23.0,23.0,23.9
34862.0,22.8,23.1,23.1,23.9
34892.0,22.8,23.1,23.1,23.8
34922.0,22.8,23.1,23.1,23.8
34952.0,22.8,23.1,23.1,23.7
34982.0,22.8,23.1,23.1,23.7
35012.0,22.8,23.1,23.1,23.6
35042.0,22.8,23.1,23.1,23.7
35072.0,22.8,23.1,23.1,23.8
35102.0,22.8,23.1,23.1,23.9
35132.0,22.8,23.1,23.1,23.9
35162.0,22.8,23.1,23.1,24.1
35192.0,22.8,23.1,23.1,24.1
35222.0,22.8,23.1,23.1,24.1
35252.0,22.8,23.1,23.1,24.2
35282.0,22.8,23.1,23.1,24.2
35312.0,22.8,23.1,23.1,24.3
35342.0,22.8,23.1,23.1,24.3
35372.0,22.8,23.1,23.1,24.2
35402.0,22.8,23.1,23.1,24.2
35432.0,22.8,23.1,23.1,24.1
35462.0,22.8,23.1,23.1,24.1
35492.0,22.8,23.1,23.1,24.0
35522.0,22.8,23.1,23.1,23.9
35552.0,22.8,23.1,23.1,23.9
35582.0,22.8,23.1,23.1,23.8
35612.0,22.8,23.1,23.1,23.7
35642.0,22.8,23.1,23.1,23.7
35672.0,22.8,23.1,23.1,23.7
35702.0,22.8,23.1,23.1,23.8
35732.0,22.8,23.1,23.1,23.8
35762.0,22.8,23.1,23.1,23.8
35792.0,22.8,23.1,23.1,23.7
35822.0,22.8,23.1,23.1,23.8
35852.0,22.8,23.1,23.1,23.9
35882.0,22.8,23.1,23.1,23.9
35912.0,22.8,23.1,23.1,24.0
35942.0,22.8,23.1,23.1,24.1
35972.0,22.8,23.1,23.1,24.1
36002.0,22.9,23.1,23.1,24.0
36032.0,22.9,23.3,23.3,24.0
36062.0,22.9,23.3,23.3,23.9
36092.0,23.0,23.3,23.3,23.9
36122.0,23.0,23.4,23.4,23.9
36152.0,23.0,23.4,23.4,23.9
36182.0,23.0,23.4,23.4,23.9
36212.0,23.1,23.4,23.4,23.9
36242.0,23.1,23.4,23.4,23.9
36272.0,23.1,23.4,23.4,23.9
36302.0,23.1,23.4,23.4,24.0
36332.0,23.1,23.4,23.4,24.0
36362.0,23.1,23.4,23.4,24.0
36392.0,23.1,23.4,23.4,24.1
36422.0,23.1,23.4,23.4,24.1
36452.0,23.1,23.4,23.4,24.1
36482.0,23.1,23.4,23.4,24.1
36512.0,23.1,23.4,23.4,24.1
36542.0,23.1,23.4,23.4,24.0
36572.0,23.1,23.4,23.4,23.9
36602.0,23.1,23.4,23.4,24.0
36632.0,23.1,23.4,23.4,24.0
36662.0,23.1,23.4,23.4,24.0
36692.0,23.1,23.4,23.4,24.0
36722.0,23.1,23.4,23.4,24.0
36752.0,23.1,23.4,23.4,24.0
36782.0,23.1,23.4,23.4,24.0
36812.0,23.1,23.5,23.5,24.0
36842.0,23.1,23.5,23.5,24.0
36872.0,23.1,23.5,23.5,24.0
36902.0,23.2,23.5,23.5,23.9
36932.0,23.2,23.6,23.6,24.0
36962.0,23.2,23.6,23.6,24.0
36992.0,23.2,23.6,23.6,23.9
37022.0,23.2,23.6,23.6,23.8
37052.0,23.2,23.6,23.6,23.8
37082.0,23.2,23.6,23.6,23.7
37112.0,23.2,23.6,23.6,23.8
37142.0,23.2,23.6,23.6,23.9
37172.0,23.2,23.6,23.6,23.9
37202.0,23.2,23.6,23.6,24.0
37232.0,23.2,23.6,23.6,24.1
37262.0,23.2,23.6,23.6,24.1
37292.0,23.2,23.6,23.6,24.1
37322.0,23.2,23.6,23.6,24.1
37352.0,23.3,23.6,23.6,24.2
37382.0,23.3,23.6,23.6,24.2
37412.0,23.3,23.7,23.7,24.1
37442.0,23.3,23.7,23.7,24.1
37472.0,23.3,23.7,23.7,24.1
37502.0,23.3,23.7,23.7,24.1
37532.0,23.3,23.7,23.7,24.2
37562.0,23.3,23.7,23.7,24.2
37592.0,23.3,23.7,23.7,24.3
37622.0,23.3,23.7,23.7,24.3
37652.0,23.3,23.7,23.7,24.4
37682.0,23.3,23.7,23.7,24.4
37712.0,23.3,23.7,23.7,24.5
37742.0,23.3,23.7,23.7,24.4
37772.0,23.3,23.7,23.7,24.4
37802.0,23.3,23.7,23.7,24.3
37832.0,23.3,23.7,23.7,24.2
37862.0,23.3,23.7,23.7,24.2
37892.0,23.3,23.7,23.7,24.1
37922.0,23.3,23.7,23.7,24.1
37952.0,23.3,23.7,23.7,24.1
37982.0,23.3,23.7,23.7,24.0
38012.0,23.3,23.7,23.7,24.0
38042.0,23.3,23.7,23.7,24.0
38072.0,23.3,23.7,23.7,24.0
38102.0,23.3,23.7,23.7,24.2
38132.0,23.3,23.7,23.7,24.2
38162.0,23.3,23.7,23.7,24.1
38192.0,23.3,23.7,23.7,24.2
38222.0,23.3,23.7,23.7,24.1
38252.0,23.3,23.7,23.7,24.1
38282.0,23.3,23.7,23.7,24.1
38312.0,23.3,23.7,23.7,24.1
38342.0,23.3,23.7,23.7,24.1
38372.0,23.3,23.7,23.7,24.1
38402.0,23.3,23.7,23.7,24.2
38432.0,23.3,23.7,23.7,24.3
38462.0,23.3,23.7,23.7,24.3
38492.0,23.3,23.7,23.7,24.3
38522.0,23.3,23.7,23.7,24.4
38552.0,23.3,23.7,23.7,24.5
38582.0,23.3,23.7,23.7,24.4
38612.0,23.3,23.7,23.7,24.5
38642.0,23.3,23.7,23.7,24.5
38672.0,23.3,23.7,23.7,24.4
38702.0,23.3,23.7,23.7,24.4
38732.0,23.3,23.7,23.6,24.4
38762.0,23.3,23.6,23.6,24.3
38792.0,23.3,23.6,23.6,24.4
38822.0,23.2,23.6,23.6,24.4
38852.0,23.2,23.5,23.5,24.4
38882.0,23.2,23.5,23.5,24.3
38912.0,23.1,23.5,23.5,24.2
38942.0,23.1,23.5,23.3,24.2
38972.0,23.0,23.3,23.3,24.2
39002.0,23.0,23.3,23.3,24.2
39032.0,23.0,23.3,23.2,24.1
39062.0,22.9,23.2,23.2,24.2
39092.0,22.9,23.2,23.2,24.2
39122.0,22.8,23.1,23.1,24.2
39152.0,22.8,23.1,23.1,24.2
39182.0,22.7,23.0,23.0,24.2
39212.0,22.7,23.0,23.0,24.3
39242.0,22.7,23.0,22.9,24.4
39272.0,22.6,22.9,22.9,24.4
39302.0,22.6,22.9,22.9,24.4
39332.0,22.4,22.7,22.7,24.4
39362.0,22.4,22.7,22.7,24.4
39392.0,22.3,22.6,22.6,24.4
39422.0,22.3,22.6,22.5,24.5
39452.0,22.2,22.5,22.5,24.5
39482.0,22.2,22.5,22.5,24.5
39512.0,22.0,22.3,22.4,24.6
39542.0,22.0,22.3,22.4,24.6
39572.0,22.0,22.3,22.4,24.6
39602.0,22.0,22.3,22.4,24.5
39632.0,21.8,22.1,22.0,24.5
39662.0,21.8,22.1,22.2,24.5
39692.0,21.9,22.3,22.2,24.5
